x_10s,t_10s
0.00906589022096405,4.03333340000003
0.00945727965344939,4.06666670000001
0.00906589022096405,4.10000009999996
0.00789172192350807,4.13333329999998
0.00593477476108145,4.16666670000004
0.00358643816616952,4.20000000000002
0.00104240685501492,4.23333339999996
-0.00189301388862498,4.26666670000006
-0.00443704519977958,4.30000010000001
-0.00658968707844887,4.33333330000002
-0.00815524480839017,4.36666669999997
-0.00854663424087548,4.40000000000006
-0.00835093952463281,4.43333340000001
-0.00756816065966218,4.46666669999999
-0.00561121349723556,4.50000010000005
-0.00306718218608096,4.53333329999995
-0.000523150874926354,4.56666670000001
0.00241226986871357,4.59999999999999
0.00495630117986814,4.63333340000005
0.00691324834229476,4.66666670000004
0.00847880607223608,4.70000009999998
0.00926158493720672,4.7333333
0.00926158493720672,4.76666670000006
0.00847880607223608,4.80000000000004
0.00671755362605211,4.83333339999999
0.00456491174738283,4.86666669999997
0.00221657515247092,4.90000010000003
-0.000718845591168998,4.93333330000004
-0.00306718218608096,4.96666669999999
-0.00580690821347821,4.99999999999997
-0.00756816065966218,5.03333340000003
-0.00835093952463281,5.06666670000001
-0.00854663424087548,5.10000009999996
-0.00795955009214749,5.13333329999998
-0.0063939923622062,5.16666670000004
-0.00424135048353694,5.20000000000002
-0.00150162445613966,5.23333339999996
0.00123810157125762,5.26666670000006
0.00397782759865484,5.30000010000001
0.0063261641935668,5.33333330000002
0.00789172192350807,5.36666669999997
0.00906589022096405,5.40000000000006
0.00945727965344939,5.43333340000001
0.00887019550472137,5.46666669999999
0.00750033249102278,5.50000010000005
0.00554338532859613,5.53333329999995
0.00319504873368423,5.56666670000001
0.000455322706286954,5.59999999999999
-0.00208870860486765,5.63333340000005
-0.00502412934850757,5.66666670000004
-0.00698107651093419,5.70000009999998
-0.00815524480839017,5.7333333
-0.00854663424087548,5.76666670000006
-0.00815524480839017,5.80000000000004
-0.00698107651093419,5.83333339999999
-0.00502412934850757,5.86666669999997
-0.00267579275359564,5.90000010000003
6.39332738016085e-05,5.93333330000004
0.00280365930119889,5.96666669999999
0.00534769061235349,5.99999999999997
0.0073046377747801,6.03333340000003
0.00867450078847873,6.06666670000001
0.00926158493720672,6.10000009999996
0.00906589022096405,6.13333329999998
0.00808741663975077,6.16666670000004
0.0063261641935668,6.20000000000002
0.00436921703114018,6.23333339999996
0.00162949100374291,6.26666670000006
-0.00111023502365434,6.30000010000001
-0.00384996105105159,6.33333330000002
-0.00600260292972088,6.36666669999997
-0.00776385537590482,6.40000000000006
-0.00854663424087548,6.43333340000001
-0.00835093952463281,6.46666669999999
-0.00756816065966218,6.50000010000005
-0.00600260292972088,6.53333329999995
-0.00345857161856628,6.56666670000001
-0.000914540307411699,6.59999999999999
0.00182518571998558,6.63333340000005
0.00436921703114018,6.66666670000004
0.00652185890980944,6.70000009999998
0.00828311135599341,6.7333333
0.00926158493720672,6.76666670000006
0.00945727965344939,6.80000000000004
0.00867450078847873,6.83333339999999
0.00710894305853743,6.86666669999997
0.00515199589611082,6.90000010000003
0.00260796458495621,6.93333330000004
6.39332738016085e-05,6.96666669999999
-0.00267579275359564,6.99999999999997
-0.00521982406475024,7.03333340000003
-0.00717677122717686,7.06666670000001
-0.00835093952463281,7.10000009999996
-0.00854663424087548,7.13333329999998
-0.00815524480839017,7.16666670000004
-0.00678538179469151,7.20000000000002
-0.00463273991602225,7.23333339999996
-0.00228440332111032,7.26666670000006
0.000651017422529598,7.30000010000001
0.00339074344992688,7.33333330000002
0.00573908004483881,7.36666669999997
0.00750033249102278,7.40000000000006
0.00887019550472137,7.43333340000001
0.00945727965344939,7.46666669999999
0.00906589022096405,7.50000010000005
0.00789172192350807,7.53333329999995
0.00613046947732415,7.56666670000001
0.00358643816616952,7.59999999999999
0.00104240685501492,7.63333340000005
-0.00150162445613966,7.66666670000004
-0.00404565576729427,7.70000009999998
-0.00658968707844887,7.7333333
-0.00795955009214749,7.76666670000006
-0.00854663424087548,7.80000000000004
-0.00835093952463281,7.83333339999999
-0.0073724659434195,7.86666669999997
-0.00580690821347821,7.90000010000003
-0.00326287690232363,7.93333330000004
-0.000523150874926354,7.96666669999999
0.00221657515247092,7.99999999999997
0.0047606064636255,8.03333340000003
0.00691324834229476,8.06666670000001
0.00828311135599341,8.10000009999996
0.00926158493720672,8.13333329999998
0.00926158493720672,8.16666670000004
0.00828311135599341,8.20000000000002
0.00671755362605211,8.23333339999996
0.0047606064636255,8.26666670000006
0.00221657515247092,8.30000010000001
-0.000523150874926354,8.33333330000002
-0.00306718218608096,8.36666669999997
-0.00561121349723556,8.40000000000006
-0.0073724659434195,8.43333340000001
-0.00835093952463281,8.46666669999999
-0.00835093952463281,8.50000010000005
-0.00776385537590482,8.53333329999995
-0.0063939923622062,8.56666670000001
-0.00424135048353694,8.59999999999999
-0.00169731917238233,8.63333340000005
0.00104240685501492,8.66666670000004
0.00378213288241219,8.70000009999998
0.00593477476108145,8.7333333
0.00789172192350807,8.76666670000006
0.00906589022096405,8.80000000000004
0.00926158493720672,8.83333339999999
0.00887019550472137,8.86666669999997
0.00750033249102278,8.90000010000003
0.00554338532859613,8.93333330000004
0.00319504873368423,8.96666669999999
0.000455322706286954,8.99999999999997
-0.00208870860486765,9.03333340000003
-0.0048284346322649,9.06666670000001
-0.00678538179469151,9.10000009999996
-0.00795955009214749,9.13333329999998
-0.00854663424087548,9.16666670000004
-0.00815524480839017,9.20000000000002
-0.00717677122717686,9.23333339999996
-0.00541551878099289,9.26666670000006
-0.00267579275359564,9.30000010000001
6.39332738016085e-05,9.33333330000002
0.00260796458495621,9.36666669999997
0.00515199589611082,9.40000000000006
0.00710894305853743,9.43333340000001
0.00847880607223608,9.46666669999999
0.00926158493720672,9.50000010000005
0.00906589022096405,9.53333329999995
0.00808741663975077,9.56666670000001
0.00652185890980944,9.59999999999999
0.00436921703114018,9.63333340000005
0.00182518571998558,9.66666670000004
-0.000914540307411699,9.70000009999998
-0.00365426633480895,9.7333333
-0.00600260292972088,9.76666670000006
-0.00756816065966218,9.80000000000004
-0.00835093952463281,9.83333339999999
-0.00835093952463281,9.86666669999997
-0.00776385537590482,9.90000010000003
-0.00619829764596355,9.93333330000004
-0.00384996105105159,9.96666669999999
-0.00130592973989702,9.99999999999997
